,Unnamed: 0,movie,lifetime_collection,opening_day,end_of_opening_weekend,end_of_week_1,end_of_week_2,end_of_week_3,end_of_week_4,day_1,day_2,day_3,day_4,day_5,day_6,day_7,day_8,day_9,day_10,day_11,day_12,day_13,day_15,day_18,day_19,day_22,day_29,day_14,day_16,day_17,day_20,day_21,day_23,day_24,day_25,day_26,day_27,day_28,day_30,end_of_opening_week,year
492,748,Made in China,9.63,0.9,3.05,9.0,9.6,9.63,0.0,0.9,1.25,0.9,2.5,1.55,1.0,0.9,0.6,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
493,759,Mahavatar Narsimha,182.83,1.46,12.11,32.82,84.44,138.0,161.24,1.46,3.59,7.06,3.89,5.32,5.58,5.92,5.3,11.25,16.27,4.8,6.1,4.2,5.36,3.83,4.57,5.97,1.25,3.7,16.56,18.07,3.17,2.0,5.37,6.56,1.4,1.74,1.21,0.99,3.41,0,0.0
494,760,Mai...,0.08,,,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2013.0
495,761,Maidaan,52.29,7.25,19.55,25.45,38.49,45.64,49.89,5.0,2.8,4.5,5.0,1.2,1.5,2.0,1.2,1.51,2.83,3.15,3.0,0.75,0.6,2.0,0.6,0.5,0.35,0.7,1.0,1.75,0.7,1.1,0.5,0.9,1.35,0.4,0.4,0.35,0.2,0,2024.0
496,762,Main Aur Charles,6.06,,,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
497,763,Main Aur Mr. Riight,0.33,0.04,0.15,0.29,0.0,0.0,0.0,0.04,0.11,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
498,764,Main Krishna Hoon,0.29,,,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
499,765,Main Ladega,0.2,,,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
500,767,Main Tera Hero,50.6,6.6,22.73,38.48,0.0,0.0,0.0,6.6,8.03,8.1,4.2,4.8,3.4,3.35,1.5,2.25,3.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
501,768,Maine Pyar Kiya,14.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
502,769,Major,12.71,1.1,4.66,7.76,10.82,12.71,0.0,1.1,1.51,2.05,0.85,0.83,0.78,0.64,0.36,0.63,0.85,0.31,0.31,0.31,0.27,0.0,0.0,0.0,0.0,0.29,0.55,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2022.0
503,770,Malang,58.99,6.71,25.36,39.65,52.86,57.34,58.64,6.71,8.89,9.76,4.04,3.8,3.25,3.2,2.25,2.52,3.15,1.53,1.49,1.17,0.75,0.38,0.38,0.15,0.31,1.1,0.9,1.2,0.4,0.42,0.25,0.4,0.14,0.14,0.14,0.13,0.0,0,2020.0
504,772,Mallika,1.01,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2010.0
505,774,Mandali,0.02,,,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2023.0
506,775,Manihar,0.01,,,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2024.0
507,778,Manjhi – The Mountain Man,12.53,1.4,6.45,10.17,0.0,0.0,0.0,1.4,2.25,2.7,1.1,1.02,0.85,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
508,779,Manjunath,1.0,0.2,,1.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2014.0
509,780,Manmarziyaan,27.09,3.52,14.33,21.4,26.45,26.98,27.08,3.52,5.11,5.7,2.1,1.8,1.45,1.72,0.81,1.22,1.2,0.51,0.47,0.44,0.53,0.0,0.0,0.1,0.01,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2018.0
510,781,Mannu Kya Karegga,3.0,0.4,1.7,3.0,0.0,0.0,0.0,0.4,0.65,0.65,0.4,0.4,0.3,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
511,782,Manto,3.71,0.5,1.77,3.05,3.55,3.71,0.0,0.5,0.7,0.6,0.35,0.3,0.3,0.3,0.5,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2018.0
512,783,Mantra,0.06,,,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2017.0
513,785,Marco,11.89,,,0.3,4.42,10.06,11.89,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.56,0.74,0.48,0.52,0.98,0.78,0.69,0.59,0.22,0.0,0.56,1.14,1.41,0.58,0.45,0.4,0.43,0.19,0.27,0.18,0.14,0.0,0,2024.0
514,786,Mard Ko Dard Nahi Hota,2.03,0.3,1.34,1.9,2.0,2.03,0.0,0.3,0.24,0.4,0.4,0.14,0.14,0.14,0.14,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
515,787,Mardaani,35.82,3.46,14.46,22.97,31.16,34.9,35.82,3.46,4.79,6.21,2.43,2.22,1.92,1.94,1.41,1.66,2.18,0.8,0.73,0.7,0.51,0.48,0.37,0.11,0.0,0.71,0.7,0.99,0.35,0.34,0.19,0.27,0.08,0.08,0.11,0.08,0.0,0,2014.0
516,788,Margarita with a Straw,4.53,0.5,2.06,3.28,4.53,0.0,0.0,0.43,0.74,0.89,0.31,0.31,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
517,790,Marjaavaan,47.78,7.03,24.42,37.87,46.44,47.69,47.78,7.03,7.21,10.18,4.15,3.61,3.16,2.53,1.09,1.64,2.32,0.88,0.94,0.86,1.25,0.0,0.0,0.06,0.0,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0,2019.0
518,796,Marudhar Express,0.05,0.01,0.03,0.05,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
519,797,Masaan,3.65,,,2.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2015.0
520,802,Mastiii 4,11.52,2.25,7.0,10.45,11.45,11.52,0.0,2.25,2.35,2.4,0.95,1.15,0.75,0.6,0.25,0.2,0.2,0.12,0.13,0.05,0.01,0.01,0.01,0.0,0.0,0.05,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
521,803,Mastizaade,36.44,5.59,18.45,28.74,36.44,0.0,0.0,5.59,6.11,6.75,2.89,2.74,2.34,2.32,7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2016.0
522,804,Mastram,3.35,0.5,2.08,3.25,0.0,0.0,0.0,0.5,1.58,0.0,1.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2014.0
523,806,Match Fixing,0.08,,,0.08,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
524,807,Matto Ki Saikil,0.1,,,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
525,811,Me No Pause Me Play,0.5,,,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
526,818,Meinu Ek Ladki Chaahiye,0.07,,,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
527,821,Mercury,0.32,,,0.32,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2018.0
528,821,Mercury,0.32,,,0.32,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2018.0
529,822,Mere Dad Ki Maruti,12.54,1.03,4.59,8.09,0.0,0.0,0.0,1.03,1.51,2.05,0.89,0.91,0.9,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
530,823,Mere Dost Picture Abhi Baki Hai,0.14,,,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
531,824,Mere Genie Uncle,0.001,,,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
532,826,Meri Shadi Karao,0.06,,,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
533,830,Mickey Virus,7.66,1.35,4.75,7.1,0.0,0.0,0.0,1.35,1.6,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
534,832,Middle Class Love,0.5,,,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
535,834,Milan Talkies,0.52,0.1,0.4,0.52,0.0,0.0,0.0,0.1,0.15,0.15,0.05,0.03,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
536,835,Miley Naa Miley Hum,0.77,,0.46,0.71,0.0,0.0,0.0,0.46,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
537,838,Mirai,17.84,1.96,9.54,14.64,17.84,0.0,0.0,1.96,3.44,4.14,1.2,1.7,1.3,0.9,0.42,0.82,0.95,0.25,0.35,0.26,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2025.0
538,839,Mirch,0.89,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2010.0
539,841,Mirg,0.03,,,0.03,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2024.0
540,842,Mirza Juuliet,0.61,,,0.6,0.61,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
541,843,Miss Lovely,0.49,0.15,0.49,0.0,0.0,0.0,0.0,0.15,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
542,844,Missing,0.86,0.15,0.52,0.75,0.86,0.0,0.0,0.15,0.17,0.2,0.23,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2018.0
543,845,Mission Grey House,0.02,,,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
544,846,Mission Mangal,202.98,29.16,97.56,128.16,178.11,193.14,200.16,29.16,17.28,23.58,27.54,8.91,7.92,6.84,6.93,7.83,13.32,15.3,3.87,3.43,3.05,3.64,2.27,1.31,0.63,3.15,2.2,3.25,1.21,1.15,0.73,1.4,2.1,0.61,1.01,0.54,1.65,0,0.0
545,847,Mission Tiger,0.02,,,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
546,848,Mister Mummy,0.1,0.02,0.06,0.1,0.0,0.0,0.0,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
547,849,Mithya,5.19,0.48,1.79,2.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2025.0
548,850,Mitron,3.86,0.5,2.25,3.4,3.73,3.84,3.86,0.5,0.75,1.0,0.35,0.3,0.25,0.25,0.12,0.0,0.0,0.21,0.0,0.0,0.11,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2018.0
549,851,Mittal v/s Mittal,0.2,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
550,854,Mod,0.51,,,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2011.0
551,855,Moh Maya Money,0.27,,,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
552,856,Mohandas,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2021.0
553,859,Mona Darling,0.14,,,0.11,0.14,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
554,861,Monsoon,0.3,,,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2015.0
555,862,Motichoor Chaknachoor,2.07,0.3,1.35,2.05,2.07,0.0,0.0,0.3,0.5,0.55,0.2,0.18,0.17,0.15,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
556,863,Mr. Bhatti on Chutti,0.01,,,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
557,866,Mr. Natwarlal,3.25,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
558,867,Mr. Singh Mrs. Mehta,0.22,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
559,870,Mubarakan,55.59,5.16,22.91,35.66,48.7,54.2,55.35,5.16,7.38,10.37,3.55,3.45,3.0,2.75,1.05,2.0,3.03,2.85,1.45,1.45,0.55,2.65,0.0,0.2,0.2,1.21,1.05,1.25,0.0,0.0,0.25,0.3,0.4,0.0,0.0,0.0,0.0,0,2017.0
560,871,Mujhse Fraaandship Karoge,5.12,0.5,2.18,3.7,0.0,0.0,0.0,0.5,1.68,0.0,1.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
561,872,Mukkabaaz,10.51,0.82,4.04,6.73,9.83,10.35,10.46,0.82,1.51,1.71,0.81,0.72,0.61,0.55,0.47,0.77,0.9,0.96,0.0,0.0,0.52,0.0,0.0,0.11,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2018.0
562,873,Mukti Bhawan,0.47,,,0.46,0.47,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
563,874,Mulk,21.1,1.68,8.16,12.81,19.51,20.51,20.94,1.68,2.81,3.67,1.2,1.25,1.1,1.1,1.0,1.7,2.0,2.0,0.0,0.0,0.45,0.55,0.0,0.18,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0,2018.0
564,875,Mumbai Can Dance Saala,0.14,,,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
565,876,Mumbai Delhi Mumbai,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
566,878,Mumbai Mirror,1.83,,,1.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
567,880,Mumbai Saga,16.53,2.82,8.74,13.43,16.53,0.0,0.0,2.82,2.4,3.52,1.49,1.47,0.9,0.83,0.38,0.56,0.49,0.62,0.37,0.33,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
568,883,Mummy Punjabi,0.2,,,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
569,885,Munjya,107.48,4.21,20.04,36.5,71.0,95.63,102.06,4.21,7.4,8.43,4.11,4.21,4.11,4.03,3.75,6.75,8.75,5.5,3.5,3.25,3.31,2.5,2.48,0.95,0.4,3.0,5.8,7.2,2.49,0.85,1.35,1.95,0.57,0.55,0.54,0.52,0.8,0,2024.0
570,887,Munna Mange Memsaab,0.02,,,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
571,888,Munna Michael,32.89,6.65,21.67,31.62,32.72,32.82,32.87,6.65,6.32,8.7,3.25,2.65,2.15,1.9,1.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.05,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
572,890,Murari the Mad Gentleman,0.03,,,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
573,892,Murder 2,47.9,7.1,22.35,36.5,0.0,0.0,0.0,7.1,15.25,0.0,14.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
574,893,Murder 3,22.88,4.52,13.31,20.95,0.0,0.0,0.0,4.5,4.0,4.9,2.25,2.05,1.75,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
575,895,Murderbaad,0.05,,,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2025.0
